P(the|it became) = 1.011660
P(uncertain|it is) = 0.505830
P(by|it made) = 1.011660
P(miguel|it san) = 1.011660
P(san|it) = 0.168588
P(is|its entrance) = 1.011660
P(entrance|its) = 1.011525
P(while|jagged rock) = 1.011660
P(rock|jagged) = 1.011525
P(a|january 2023) = 1.011660
P(1543|january 3) = 1.011660
P(3|january) = 0.674350
P(soares|jo o) = 0.337220
P(o|jo) = 1.011525
P(with|joined forces) = 1.011660
P(forces|joined) = 1.011525
P(guez|juan rodr) = 1.011660
P(cabrillo|juan rodriguez) = 1.011660
P(rodriguez|juan) = 0.505763
P(1542|june 27) = 1.011660
P(27|june) = 1.011525
P(some|keeps having) = 1.011660
P(having|keeps) = 1.011525
P(took|kelsey he) = 1.011660
P(he|kelsey) = 1.011525
P(his|killed when) = 1.011660
P(when|killed) = 1.011525
P(about|known facts) = 1.011660
P(investigations|known for) = 1.011660
P(what|known of) = 1.011660
P(of|known) = 0.337175
P(de|l on) = 1.011660
P(de|l pez) = 1.011660
P(pez|l) = 0.505763
P(cabrilho|la victoria) = 0.505830
P(victoria|la) = 1.011525
P(what|landed in) = 1.011660
P(in|landed) = 1.011525
P(cabril|lapela de) = 1.011660
P(the|lapela in) = 1.011660
P(is|lapela there) = 1.011660
P(there|lapela) = 0.252881
P(mariners|lapse that) = 1.011660
P(that|lapse) = 1.011525
P(in|largest ship) = 0.505830
P(in|largest ships) = 1.011660
P(ships|largest) = 0.337175
P(y|las islas) = 1.011660
P(islas|las) = 1.011525
P(twenty|lateen rigged) = 1.011660
P(rigged|lateen) = 1.011525
P(nearby|later befriended) = 1.011660
P(on|later found) = 1.011660
P(reached|later he) = 0.505830
P(success|later his) = 1.011660
P(his|later) = 0.202305
P(and|law wife) = 1.011660
P(wife|law) = 1.011525
P(juan|lawsuit named) = 1.011660
P(named|lawsuit) = 1.011525
P(expedition|lead an) = 1.011660
P(an|lead) = 1.011525
P(san|leader of) = 1.011660
P(of|leader) = 1.011525
P(the|learned from) = 1.011660
P(from|learned) = 1.011525
P(daughters|least three) = 1.011660
P(three|least) = 1.011525
P(do|legitimacy to) = 1.011660
P(to|legitimacy) = 1.011525
P(its|likely because) = 1.011660
P(as|likely rebaptized) = 1.011660
P(the|likely that) = 1.011660
P(that|likely) = 0.337175
P(arrived|little fleet) = 1.011660
P(known|little is) = 1.011660
P(a|little over) = 1.011660
P(over|little) = 0.337175
P(s|living in) = 0.505830
P(in|living) = 1.011525
P(of|local descendants) = 1.011660
P(and|local people) = 1.011660
P(claims|local tradition) = 1.011660
P(tradition|local) = 0.337175
P(cabril|localities named) = 1.011660
P(named|localities) = 1.011525
P(the|located in) = 1.011660
P(in|located) = 1.011525
P(portugal|locations in) = 1.011660
P(in|locations) = 1.011525
P(charts|logs and) = 1.011660
P(and|logs) = 1.011525
P(that|long believed) = 1.011660
P(believed|long) = 1.011525
P(en|los castellanos) = 1.011660
P(english|los fumos) = 1.011660
P(de|los hechos) = 1.011660
P(os|los pi) = 1.011660
P(pi|los) = 0.252881
P(that|lost all) = 1.011660
P(all|lost) = 1.011525
P(de|louren o) = 1.011660
P(o|louren) = 1.011525
P(another|made by) = 1.011660
P(one|made him) = 1.011660
P(him|made) = 0.505763
P(not|major was) = 1.011660
P(was|major) = 1.011525
P(there|make repairs) = 1.011660
P(repairs|make) = 1.011525
P(joined|man and) = 1.011660
P(and|man) = 1.011525
P(de|mar a) = 1.011660
P(written|mar oceano) = 1.011660
P(oceano|mar) = 0.252881
P(repeat|mariners would) = 1.011660
P(would|mariners) = 1.011525
P(best|maritime explorer) = 1.011660
P(explorer|maritime) = 1.011525
P(sanchez|married beatriz) = 1.011660
P(beatriz|married) = 1.011525
P(facts|match known) = 1.011660
P(known|match) = 1.011525
P(reached|may have) = 1.011660
P(have|may) = 1.011525
P(attacking|men from) = 1.011660
P(from|men) = 1.011525
P(lead|mendoza to) = 1.011660
P(to|mendoza) = 1.011525
P(to|mexico according) = 1.011660
P(is|mexico little) = 1.011660
P(christmas|mexico on) = 1.011660
P(de|mexico pedro) = 1.011660
P(called|mexico then) = 1.011660
P(then|mexico) = 0.168588
P(palma|micergilio now) = 1.011660
P(now|micergilio) = 1.011525
P(little|miguel a) = 1.011660
P(on|miguel island) = 0.505830
P(august|miguel on) = 1.011660
P(on|miguel) = 0.252881
P(santa|mines of) = 1.011660
P(of|mines) = 1.011525
P(in|mining gold) = 1.011660
P(gold|mining) = 1.011525
P(entrance|missed the) = 1.011660
P(the|missed) = 1.011525
P(at|mixtec people) = 1.011660
P(people|mixtec) = 1.011525
P(|modern mexico) = 1.000000
P(mexico|modern) = 1.011525
P(going|monica bay) = 1.011660
P(bay|monica) = 1.011525
P(is|montalegre portugal) = 1.011660
P(portugal|montalegre) = 1.011525
P(naming|monterey bay) = 1.011660
P(bay|monterey) = 1.011525
P(had|month they) = 1.011660
P(they|month) = 1.011525
P(likely|more most) = 1.011660
P(most|more) = 1.011525
P(8|morning october) = 1.011660
P(october|morning) = 1.011525
P(because|most likely) = 1.011660
P(likely|most) = 1.011525
P(in|mostly anchored) = 1.011660
P(anchored|mostly) = 1.011525
P(montalegre|municipality of) = 1.011660
P(of|municipality) = 1.011525
P(carefully|must be) = 1.011660
P(be|must) = 1.011525
P(of|mythical strait) = 1.011660
P(strait|mythical) = 1.011525
P(s|n cort) = 1.011660
P(northwest|n or) = 1.011660
P(was|n which) = 1.011660
P(which|n) = 0.337175
P(exists|name still) = 1.011660
P(still|name) = 1.011525
P(de|named baya) = 1.011660
P(del|named cabo) = 0.337220
P(in|named cabril) = 1.011660
P(san|named it) = 1.011660
P(rodriguez|named juan) = 1.011660
P(salvador|named san) = 1.011660
P(sea|named the) = 1.011660
P(in|named victoria) = 1.011660
P(victoria|named) = 0.101153
P(numerous|names of) = 1.011660
P(of|names) = 1.011525
P(bahia|naming it) = 1.011660
P(it|naming) = 1.011525
P(or|nationality portuguese) = 1.011660
P(portuguese|nationality) = 1.011525
P(was|natives and) = 1.011660
P(and|natives) = 1.011525
P(palma|natural in) = 1.011660
P(in|natural) = 1.011525
P(on|navidad mexico) = 1.011660
P(they|navidad where) = 1.011660
P(three|navidad with) = 1.011660
P(with|navidad) = 0.337175
P(the|navigating along) = 1.011660
P(along|navigating) = 1.011525
P(|near genoa) = 1.000000
P(genoa|near) = 1.011525
P(clemente|nearby san) = 1.011660
P(san|nearby) = 1.011525
P(far|nearly as) = 1.011660
P(as|nearly) = 1.011525
P(such|neighboring regions) = 1.011660
P(regions|neighboring) = 1.011525
P(about|new documents) = 1.011660
P(must|new evidence) = 1.011660
P(announced|new publication) = 1.011660
P(modern|new spain) = 0.337220
P(of|new viceroy) = 1.011660
P(viceroy|new) = 0.144504
P(october|next morning) = 1.011660
P(centuries|next two) = 1.011660
P(in|next week) = 1.011660
P(week|next) = 0.337175
P(november|nicaragua in) = 1.011660
P(for|nicaragua paying) = 1.011660
P(the|nicaragua was) = 1.011660
P(was|nicaragua) = 0.337175
P(originated|nickname cabrilha) = 1.011660
P(cabrilha|nickname) = 1.011525
P(another|nio fernandes) = 1.011660
P(fernandes|nio) = 1.011525
P(account|no printed) = 1.011660
P(ships|no spanish) = 1.011660
P(spanish|no) = 0.505763
P(which|nochistl n) = 1.011660
P(n|nochistl) = 1.011525
P(undertaken|north america) = 1.011660
P(the|north as) = 1.011660
P(the|north under) = 1.011660
P(under|north) = 0.252881
P(of|northeastern coast) = 1.011660
P(coast|northeastern) = 1.011525
P(was|northern pacific) = 1.011660
P(the|northern river) = 1.011660
P(river|northern) = 0.505763
P(connecting|northwest passage) = 1.011660
P(passage|northwest) = 1.011525
P(born|not spanish) = 1.011660
P(spanish|not) = 1.011525
P(official|notary s) = 1.011660
P(s|notary) = 1.011525
P(they|november 13) = 1.011660
P(juan|november 1529) = 1.011660
P(1542|november 23) = 1.011660
P(23|november) = 0.337175
P(del|now palma) = 1.011660
P(diego|now san) = 1.011660
P(barbara|now santa) = 1.011660
P(county|now ventura) = 1.011660
P(ventura|now) = 0.252881
P(portugu|nu ez) = 1.011660
P(ez|nu) = 1.011525
P(villages|numerous chumash) = 1.011660
P(chumash|numerous) = 1.011525
P(portuguese|nunes a) = 1.011660
P(a|nunes) = 1.011525
P(town|o a) = 1.011660
P(de|o by) = 1.011660
P(cabril|o de) = 1.011660
P(o|o louren) = 1.011660
P(cabrilho|o rodrigues) = 1.011660
P(tavares|o soares) = 1.011660
P(soares|o) = 0.144504
P(or|oared fragata) = 1.011660
P(fragata|oared) = 1.011525
P(he|oath that) = 1.011660
P(that|oath) = 1.011525
P(mexico|oaxaca in) = 1.011660
P(in|oaxaca) = 1.011525
P(hudson|ocean with) = 1.011660
P(with|ocean) = 1.011525
P(60|oceano written) = 1.011660
P(written|oceano) = 1.011525
P(then|october 1542) = 1.011660
P(the|october 18) = 1.011660
P(which|october 7) = 1.011660
P(cabrillo|october 8) = 1.011660
P(8|october) = 0.252881
P(s|of alvarado) = 1.011660
P(n|of ani) = 1.011660
P(indians|of armed) = 1.011660
P(of|of branches) = 1.011660
P(rdoba|of c) = 1.011660
P(and|of cabril) = 1.011660
P(s|of cabrillo) = 0.674440
P(in|of california) = 0.505830
P(island|of cedros) = 1.011660
P(s|of cort) = 1.011660
P(discovered|of documents) = 1.011660
P(venture|of his) = 0.202332
P(made|of it) = 1.011660
P(o|of jo) = 1.011660
P(portugal|of montalegre) = 1.011660
P(spain|of new) = 1.011660
P(in|of nicaragua) = 1.011660
P(n|of nochistl) = 1.011660
P(america|of north) = 1.011660
P(chumash|of numerous) = 1.011660
P(in|of oaxaca) = 1.011660
P(seaman|of portuguese) = 1.011660
P(miguel|of san) = 0.505830
P(mar|of santa) = 1.011660
P(witness|of the) = 0.048174
P(opportunities|of trade) = 1.011660
P(cabrillo|of what) = 1.011660
P(ruled|of xexo) = 1.011660
P(xexo|of) = 0.018063
P(the|off to) = 1.011660
P(to|off) = 1.011525
P(crucifix|offered a) = 1.011660
P(a|offered) = 1.011525
P(of|official report) = 1.011660
P(report|official) = 1.011525
P(tradition|old family) = 1.011660
P(now|old woman) = 1.011660
P(woman|old) = 0.505763
P(1|on august) = 1.011660
P(of|on behalf) = 1.011660
P(day|on christmas) = 1.011660
P(nicaragua|on de) = 1.011660
P(crushing|on him) = 1.011660
P(voyage|on his) = 1.011660
P(3|on january) = 0.505830
P(27|on june) = 1.011660
P(23|on november) = 0.505830
P(18|on october) = 1.011660
P(miguel|on san) = 1.011660
P(a|on sending) = 1.011660
P(28|on september) = 1.011660
P(northeastern|on the) = 0.505830
P(the|on) = 0.119003
P(the|one of) = 1.011660
P(of|one) = 1.011525
P(de|only lapela) = 1.011660
P(lapela|only) = 1.011525
P(jagged|onto a) = 1.011660
P(a|onto) = 1.011525
P(witness|opinion a) = 1.011660
P(a|opinion) = 1.011525
P(to|opportunities perhaps) = 1.011660
P(perhaps|opportunities) = 1.011525
P(san|or bergantin) = 1.011660
P(the|or even) = 1.011660
P(in|or natural) = 1.011660
P(passage|or northwest) = 1.011660
P(da|or pampilhosa) = 1.011660
P(reyes|or point) = 1.011660
P(has|or spanish) = 1.011660
P(ships|or three) = 1.011660
P(find|or to) = 1.011660
P(|or treasure) = 1.011660
P(treasure|or) = 0.101153
P(became|originated it) = 1.011660
P(it|originated) = 1.011525
P(subdue|orozco to) = 1.011660
P(to|orozco) = 1.011525
P(seville|ortega in) = 1.011660
P(in|ortega) = 1.011525
P(either|os possibly) = 1.011660
P(possibly|os) = 0.505763
P(of|other details) = 1.011660
P(details|other) = 1.011525
P(navidad|out from) = 1.011660
P(his|out of) = 1.011660
P(of|out) = 0.505763
P(week|over a) = 1.011660
P(the|over to) = 1.011660
P(to|over) = 0.505763
P(santa|overnight in) = 1.011660
P(in|overnight) = 1.011525
P(make|overwinter and) = 1.011660
P(and|overwinter) = 1.011525
P(flagship|owned the) = 1.011660
P(the|owned) = 1.011525
P(the|owner of) = 1.011660
P(of|owner) = 1.011525
P(in|pacific coast) = 1.011660
P(with|pacific ocean) = 1.011660
P(unknown|pacific was) = 1.011660
P(was|pacific) = 0.337175
P(micergilio|palma de) = 1.011660
P(r|palma del) = 1.011660
P(del|palma) = 0.505763
P(serra|pampilhosa da) = 1.011660
P(da|pampilhosa) = 1.011525
P(was|parallel cabrillo) = 1.011660
P(cabrillo|parallel) = 1.011525
P(cabril|parish of) = 1.011660
P(of|parish) = 1.011525
P(the|part of) = 1.011660
P(of|part) = 1.011525
P(to|party back) = 1.011660
P(back|party) = 1.011525
P(the|passage connecting) = 1.011660
P(connecting|passage) = 1.011525
P(point|passed baja) = 1.011660
P(baja|passed) = 1.011525
P(the|paying for) = 1.011660
P(for|paying) = 1.011525
P(which|pedro bay) = 1.011660
P(alvarado|pedro de) = 1.011660
P(de|pedro) = 0.505763
P(alleged|people and) = 1.011660
P(what|people at) = 1.011660
P(uninhabited|people was) = 1.011660
P(was|people) = 0.337175
P(find|perhaps to) = 1.011660
P(to|perhaps) = 1.011525
P(villalobos|pez de) = 1.011660
P(de|pez) = 1.011525
P(possibly|pi os) = 0.505830
P(os|pi) = 1.011525
P(was|pilot major) = 1.011660
P(the|pilot was) = 1.011660
P(was|pilot) = 0.505763
P(point|pinos or) = 1.011660
P(or|pinos) = 1.011525
P(which|point conception) = 1.011660
P(cabo|point named) = 1.011660
P(or|point pinos) = 1.011660
P(but|point reyes) = 1.011660
P(reyes|point) = 0.252881
P(a|portugal as) = 1.011660
P(the|portugal is) = 1.011660
P(used|portugal who) = 1.011660
P(who|portugal) = 0.337175
P(were|portugu s) = 0.505830
P(s|portugu) = 1.011525
P(living|portuguese also) = 1.011660
P(ferrer|portuguese bartolome) = 1.011660
P(spanish|portuguese by) = 1.011660
P(cautioned|portuguese community) = 1.011660
P(for|portuguese government) = 1.011660
P(o|portuguese jo) = 1.011660
P(spanish|portuguese or) = 1.011660
P(was|portuguese pilot) = 1.011660
P(ant|portuguese seaman) = 1.011660
P(seaman|portuguese) = 0.112392
P(alvarado|possession of) = 1.011660
P(of|possession) = 1.011525
P(was|possible headstone) = 1.011660
P(of|possible owner) = 1.011660
P(owner|possible) = 0.505763
P(point|possibly either) = 1.011660
P(either|possibly) = 1.011525
P(california|present day) = 1.011660
P(day|present) = 1.011525
P(of|printed account) = 1.011660
P(account|printed) = 1.011525
P(any|profit from) = 1.011660
P(from|profit) = 1.011525
P(the|pronounced at) = 1.011660
P(at|pronounced) = 1.011525
P(portuguese|property of) = 1.011660
P(of|property) = 1.011525
P(c|province of) = 1.011660
P(of|province) = 1.011525
P(xexo|provinces of) = 1.011660
P(of|provinces) = 1.011525
P(new|publication announced) = 1.011660
P(announced|publication) = 1.011525
P(a|r o) = 1.011660
P(o|r) = 1.011525
P(spain|rdoba in) = 1.011660
P(in|rdoba) = 1.011525
P(far|reached as) = 1.011660
P(mexico|reached navidad) = 1.011660
P(as|reached nearly) = 1.011660
P(catalina|reached santa) = 1.011660
P(santa|reached) = 0.252881
P(santa|rebaptized as) = 1.011660
P(as|rebaptized) = 1.011525
P(names|recorded the) = 1.011660
P(the|recorded) = 1.011525
P(cabrillo|referred to) = 1.011660
P(to|referred) = 1.011525
P(allegedly|region where) = 1.011660
P(where|region) = 1.011525
P(as|regions such) = 1.011660
P(such|regions) = 1.011525
P(the|remainder of) = 1.011660
P(of|remainder) = 1.011525
P(around|repairs there) = 1.011660
P(there|repairs) = 1.011525
P(the|repeat for) = 1.011660
P(for|repeat) = 1.011525
P(cabrillo|report of) = 1.011660
P(of|report) = 1.011525
P(copies|requested that) = 1.011660
P(that|requested) = 1.011525
P(of|rescue some) = 1.011660
P(some|rescue) = 1.011525
P(is|result it) = 1.011660
P(it|result) = 1.011525
P(guatemala|returned to) = 1.011660
P(to|returned) = 1.011525
P(missed|reyes but) = 1.011660
P(but|reyes) = 1.011525
P(the|richest of) = 1.011660
P(of|richest) = 1.011525
P(six|rigged twenty) = 1.011660
P(twenty|rigged) = 1.011525
P(even|river or) = 1.011660
P(expedition|river the) = 1.011660
P(the|river) = 0.505763
P(trying|rock while) = 1.011660
P(while|rock) = 1.011525
P(portugu|rodr guez) = 0.505830
P(guez|rodr) = 1.011525
P(the|rodrigues cabrilho) = 0.337220
P(living|rodrigues family) = 0.505830
P(family|rodrigues) = 0.404610
P(testified|rodriguez cabrillo) = 0.505830
P(cabrillo|rodriguez) = 1.011525
P(an|ruled by) = 1.011660
P(by|ruled) = 1.011525
P(or|russian river) = 1.011660
P(river|russian) = 1.011525
P(pez|ruy l) = 1.011660
P(l|ruy) = 1.011525
P(early|s account) = 1.011660
P(alvar|s and) = 1.011660
P(match|s biography) = 1.011660
P(in|s birthplace) = 1.011660
P(urdaneta|s de) = 1.011660
P(the|s death) = 0.505830
P(is|s description) = 1.011660
P(son|s elder) = 1.011660
P(was|s expedition) = 0.505830
P(and|s explored) = 1.011660
P(second|s fleet) = 0.337220
P(of|s gulf) = 1.011660
P(mexico|s in) = 1.011660
P(portuguese|s nationality) = 1.011660
P(louren|s o) = 1.011660
P(report|s official) = 1.011660
P(major|s pilot) = 1.011660
P(community|s portuguese) = 1.011660
P(appeared|s voyage) = 1.011660
P(in|s were) = 1.011660
P(were|s) = 0.042147
P(acajutla|sailed from) = 1.011660
P(from|sailed) = 1.011525
P(his|salvador after) = 1.011660
P(reached|salvador and) = 1.011660
P(catalina|salvador santa) = 1.011660
P(smaller|salvador the) = 1.011660
P(the|salvador) = 0.252881
P(rodrigues|same surname) = 1.011660
P(surname|same) = 1.011525
P(island|san clemente) = 1.011660
P(s|san diego) = 0.505830
P(bay|san francisco) = 1.011660
P(on|san miguel) = 0.252915
P(bay|san pedro) = 1.011660
P(the|san salvador) = 0.337220
P(salvador|san) = 0.252881
P(ortega|sanchez de) = 1.011660
P(de|sanchez) = 1.011525
P(county|santa barbara) = 1.011660
P(island|santa catalina) = 1.011660
P(a|santa mar) = 1.011660
P(bay|santa monica) = 1.011660
P(monica|santa) = 0.144504
P(genoa|savona near) = 1.011660
P(near|savona) = 1.011525
P(island|saw anacapa) = 1.011660
P(conception|saw point) = 1.011660
P(point|saw) = 0.505763
P(cort|sea of) = 1.011660
P(of|sea) = 1.011525
P(nio|seaman ant) = 1.011660
P(ant|seaman) = 1.011525
P(trade|search of) = 1.011660
P(of|search) = 1.011525
P(command|second in) = 1.011660
P(ship|second largest) = 1.011660
P(largest|second) = 0.674350
P(boat|sending a) = 1.011660
P(a|sending) = 1.011525
P(under|sent north) = 1.011660
P(to|sent off) = 1.011660
P(off|sent) = 0.505763
P(he|september 28) = 1.011660
P(28|september) = 1.011525
P(been|serra have) = 1.011660
P(have|serra) = 1.011525
P(documents|set of) = 1.011660
P(from|set out) = 1.011660
P(out|set) = 0.505763
P(nicaragua|settlers of) = 1.011660
P(of|settlers) = 1.011525
P(including|several children) = 1.011660
P(named|several localities) = 1.011660
P(localities|several) = 0.505763
P(a|seville during) = 1.011660
P(during|seville) = 1.011525
P(to|she returned) = 1.011660
P(returned|she) = 1.011525
P(he|shin when) = 1.011660
P(when|shin) = 1.011525
P(hernandez|ship anton) = 1.011660
P(a|ship as) = 1.011660
P(cabrilho|ship in) = 1.011660
P(the|ship of) = 1.011660
P(mar|ship santa) = 1.011660
P(santa|ship) = 0.202305
P(havana|shipped for) = 1.011660
P(for|shipped) = 1.011525
P(stood|ships and) = 1.011660
P(been|ships had) = 1.011660
P(the|ships in) = 1.011660
P(and|ships logs) = 1.011660
P(200|ships the) = 1.011660
P(sent|ships were) = 1.011660
P(were|ships) = 0.168588
P(fog|shrouded by) = 1.011660
P(by|shrouded) = 1.011525
P(hostile|siege by) = 1.011660
P(by|siege) = 1.011525
P(cedros|sight of) = 1.011660
P(of|sight) = 1.011525
P(named|sighted and) = 1.011660
P(back|sighted coming) = 1.011660
P(coming|sighted) = 0.505763
P(children|sired several) = 1.011660
P(several|sired) = 1.011525
P(fragata|six oared) = 1.011660
P(oared|six) = 1.011525
P(victoria|smaller la) = 1.011660
P(la|smaller) = 1.011525
P(the|smoke bay) = 1.011660
P(bay|smoke) = 1.011525
P(the|so however) = 1.011660
P(however|so) = 1.011525
P(biographer|soares tavares) = 1.011660
P(tavares|soares) = 1.011525
P(have|some historians) = 1.011660
P(to|some legitimacy) = 1.011660
P(his|some of) = 1.011660
P(of|some) = 0.337175
P(father|son his) = 1.011660
P(his|son) = 1.011525
P(|sons) = 1.011525
P(herrera|source for) = 1.011660
P(for|source) = 1.011525
P(a|spain and) = 1.011660
P(de|spain antonio) = 1.011660
P(his|spain later) = 1.011660
P(mexico|spain modern) = 1.011660
P(details|spain other) = 1.011660
P(returned|spain she) = 1.011660
P(she|spain) = 0.168588
P(to|spanish according) = 1.011660
P(but|spanish born) = 1.011660
P(antonio|spanish chronicler) = 1.011660
P(indies|spanish east) = 1.011660
P(he|spanish empire) = 1.011660
P(been|spanish has) = 1.011660
P(had|spanish ships) = 1.011660
P(ships|spanish) = 0.144504
P(next|spent the) = 1.011660
P(the|spent) = 1.011525
P(shin|splintered his) = 1.011660
P(his|splintered) = 1.011525
P(of|stepped out) = 1.011660
P(out|stepped) = 1.011525
P(in|still exists) = 1.011660
P(exists|still) = 1.011525
P(profit|stood to) = 1.011660
P(to|stood) = 1.011525
P(them|storms forced) = 1.011660
P(forced|storms) = 1.011525
P(ani|strait of) = 1.011660
P(of|strait) = 1.011525
P(that|strength to) = 1.011660
P(to|strength) = 1.011525
P(|study) = 1.011525
P(a|stumbled onto) = 1.011660
P(onto|stumbled) = 1.011525
P(indigenous|subdue the) = 1.011660
P(the|subdue) = 1.011525
P(mining|success in) = 1.011660
P(in|success) = 1.011525
P(castro|such as) = 1.011660
P(as|such) = 1.011525
P(was|suggesting cabrilho) = 1.011660
P(cabrilho|suggesting) = 1.011525
P(it|summary of) = 1.011660
P(of|summary) = 1.011525
P(several|surname and) = 1.011660
P(and|surname cabrilho) = 1.011660
P(cabrilho|surname rodrigues) = 1.011660
P(rodrigues|surname) = 0.337175
P(a|survives is) = 1.011660
P(is|survives) = 1.011525
P(of|tavares biographer) = 1.011660
P(biographer|tavares) = 1.011525
P(oath|testified under) = 1.011660
P(under|testified) = 1.011525
P(was|that cabrillo) = 1.011660
P(of|that copies) = 1.011660
P(california|that discovered) = 1.011660
P(was|that he) = 1.011660
P(would|that mariners) = 1.011660
P(a|that opinion) = 1.011660
P(is|that survives) = 1.011660
P(two|that the) = 0.505830
P(the|that) = 0.224783
P(century|the 17th) = 1.011660
P(ton|the 200) = 1.011660
P(parallel|the 30th) = 1.011660
P(|the american) = 1.011660
P(of|the assistance) = 1.011660
P(coast|the california) = 1.011660
P(of|the city) = 1.011660
P(owner|the co) = 1.011660
P(of|the coast) = 0.337220
P(before|the columbia) = 1.011660
P(of|the command) = 1.011660
P(in|the conquistadores) = 1.011660
P(be|the documents) = 1.011660
P(of|the end) = 1.011660
P(to|the entrance) = 1.011660
P(sighted|the expedition) = 0.337220
P(a|the explorer) = 1.011660
P(locations|the few) = 1.011660
P(settlers|the first) = 0.505830
P(of|the flagship) = 1.011660
P(was|the fleet) = 0.202332
P(day|the following) = 1.011660
P(extent|the full) = 1.011660
P(and|the galician) = 1.011660
P(mines|the gold) = 1.011660
P(jo|the historian) = 1.011660
P(casa|the house) = 1.011660
P(people|the indigenous) = 0.505830
P(became|the injury) = 1.011660
P(a|the island) = 1.011660
P(mostly|the islands) = 1.011660
P(rigged|the lateen) = 1.011660
P(fleet|the little) = 1.011660
P(they|the month) = 1.011660
P(strait|the mythical) = 1.011660
P(still|the name) = 1.011660
P(of|the names) = 1.011660
P(viceroy|the new) = 0.505830
P(week|the next) = 0.337220
P(cabrilha|the nickname) = 1.011660
P(coast|the northeastern) = 1.011660
P(pacific|the northern) = 1.011660
P(ocean|the pacific) = 0.505830
P(of|the parish) = 1.011660
P(back|the party) = 1.011660
P(government|the portuguese) = 1.011660
P(owner|the possible) = 1.011660
P(of|the province) = 1.011660
P(where|the region) = 1.011660
P(of|the remainder) = 1.011660
P(of|the richest) = 1.011660
P(river|the russian) = 1.011660
P(surname|the same) = 1.011660
P(of|the sea) = 1.011660
P(largest|the second) = 1.011660
P(santa|the ship) = 0.505830
P(were|the ships) = 1.011660
P(la|the smaller) = 1.011660
P(for|the source) = 1.011660
P(empire|the spanish) = 0.505830
P(cabrilho|the surname) = 1.011660
P(ship|the third) = 1.011660
P(when|the time) = 0.505830
P(of|the town) = 1.011660
P(warring|the two) = 0.505830
P(of|the vagueness) = 1.011660
P(took|the viceroy) = 1.011660
P(coast|the west) = 1.011660
P(s|the witness) = 1.011660
P(witness|the) = 0.011627
P(old|their ancestral) = 1.011660
P(ancestral|their) = 1.011525
P(turn|them to) = 1.011660
P(to|them) = 1.011525
P(new|then called) = 1.011660
P(by|then commissioned) = 1.011660
P(in|then located) = 1.011660
P(located|then) = 0.337175
P(christmas|there around) = 1.011660
P(an|there is) = 1.011660
P(is|there) = 0.337175
P(overnight|they anchored) = 1.011660
P(april|they arrived) = 1.011660
P(passed|they had) = 1.011660
P(befriended|they later) = 1.011660
P(from|they learned) = 1.011660
P(cabo|they named) = 1.011660
P(and|they sighted) = 1.011660
P(sighted|they) = 0.144504
P(of|third ship) = 1.011660
P(ship|third) = 1.011525
P(later|three daughters) = 1.011660
P(the|three ships) = 0.505830
P(ships|three) = 0.674350
P(del|tierra firme) = 1.011660
P(firme|tierra) = 1.011525
P(in|time cabrilhe) = 1.011660
P(cabrilho|time when) = 1.011660
P(when|time) = 0.505763
P(his|to be) = 1.011660
P(s|to cabrilho) = 1.011660
P(as|to cabrillo) = 1.011660
P(for|to china) = 1.011660
P(to|to claim) = 1.011660
P(so|to do) = 1.011660
P(present|to explore) = 1.011660
P(the|to find) = 0.505830
P(with|to guatemala) = 1.011660
P(rodrigues|to his) = 0.505830
P(an|to lead) = 1.011660
P(where|to navidad) = 1.011660
P(and|to overwinter) = 1.011660
P(from|to profit) = 1.011660
P(some|to rescue) = 1.011660
P(pedro|to san) = 0.505830
P(logs|to ships) = 1.011660
P(the|to subdue) = 1.011660
P(opinion|to that) = 1.011660
P(spanish|to the) = 0.202332
P(back|to turn) = 1.011660
P(turn|to) = 0.036126
P(and|ton galleon) = 1.011660
P(galleon|ton) = 1.011525
P(the|tongva warriors) = 1.011660
P(warriors|tongva) = 1.011525
P(the|tons and) = 1.011660
P(and|tons) = 1.011525
P(indigenous|took an) = 1.011660
P(of|took possession) = 1.011660
P(possession|took) = 0.505763
P(his|tordesillas in) = 1.011660
P(in|tordesillas) = 1.011525
P(the|town in) = 1.011660
P(nochistl|town of) = 1.011660
P(of|town) = 0.505763
P(perhaps|trade opportunities) = 1.011660
P(treasure|trade or) = 1.011660
P(or|trade) = 0.505763
P(he|tradition claims) = 1.011660
P(claims|tradition) = 0.505763
P(|treasure) = 1.011525
P(|trigram_count) = 0.000694
P(rescue|trying to) = 1.011660
P(to|trying) = 1.011525
P(because|turn back) = 1.011660
P(back|turn) = 1.011525
P(to|turned over) = 1.011660
P(over|turned) = 1.011525
P(oared|twenty six) = 1.011660
P(six|twenty) = 1.011525
P(and|two centuries) = 1.011660
P(ships|two largest) = 1.011660
P(the|two of) = 1.011660
P(three|two or) = 1.011660
P(|two sons) = 1.011660
P(provinces|two warring) = 1.011660
P(warring|two) = 0.168588
P(1539|ulloa in) = 1.011660
P(had|ulloa who) = 1.011660
P(who|ulloa) = 0.505763
P(northern|uncertain which) = 1.011660
P(which|uncertain) = 1.011525
P(where|uncharted waters) = 1.011660
P(waters|uncharted) = 1.011525
P(that|under oath) = 1.011660
P(l|under ruy) = 1.011660
P(by|under siege) = 1.011660
P(command|under the) = 1.011660
P(the|under) = 0.252881
P(behalf|undertaken on) = 1.011660
P(on|undertaken) = 1.011525
P(|unigram_count) = 0.000678
